text,label,clean_text,target
Gearing was 43 % compared to 67 % in 2004 .,neutral,gearing compared,0
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",neutral,geneva feb tero aaltonen finland developed radio resource control method,0
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,germany innovational center united focusing company aim use technology development new kind activity supporting beginner company entire spectrum service,0
"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company .",positive,glaston headquartered tampere finland growing international glass technology company,1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral,glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operates finland,0
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operating finland,0
"Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc. .",neutral,global market direct pohjola bank plc financial analysis review indepth business financial analysis pohjola bank plc,0
GSK announced in November 2008 that it would close its operations in Dartford .,negative,gsk announced november would close operation dartford,-1
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,chartered accountant british columbia alberta well certified public accountant washington state,0
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,joined rautakirja lead one four business area took position president ceo,0
"Headline of release dated March 26 , 2008 should read : Acacia Subsidiary Enters into Settlement Agreement for Rule Based Monitoring Technology with F-Secure ( sted Acacia Technologies Licenses Rule Based Monitoring Technology to F-Secure ) .",neutral,headline release dated march read acacia subsidiary enters settlement agreement rule based monitoring technology fsecure sted acacia technology license rule based monitoring technology fsecure,0
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive,helsinki finland sept globe newswire ixonos plc expands company smartphone r service establishes new nextgeneration smartphone design unit connection ixonos site jyvaeskylae,1
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,helsinki may finnish company lemminkainen oyj hel lem said today construct office building toolonlahti downtown helsinki without disclosing financial detail,0
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,helsinki thomson financial mreal said exercise option buy mw natural gas power plant land kyroskoski finland around mln eur kyro oyj,1
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral,last position nokia siemens network head business human resource nsn global,0
Her present position is the director of Stockmann 's international department stores .,neutral,present position director stockmann international department store,0
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral,work netapp included strategically repositioning brand category major global relaunch,0
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,honkarakenne also decided yesterday sell b series share key staff member eur per share,0
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,honkarakenne also decided yesterday sell bseries share key staff member eur per share,0
hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,hu offer discount selected book,0
"If needed , she provides also further information on ferry connections and hotels .",neutral,needed provides also information ferry connection hotel,0
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,igor oleg yankov currently manage moron vitim hold onto stake,0
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,image data produced browser phone server converted bitmapped image sent handset display,0
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral,implementation project carried finnish company yit association investment fund evli property investment russia epi,0
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,million tonne co eua eu allowance emission credit eu traded underlying market value approx,0
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,talentum disclose three interim report q january march friday april q april june friday july q july september friday october,0
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral,steel industry accounted percent cargo volume transported whereas energy industry accounted percent industry percent,0
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral,letter economic affair minister listed estonian shipping company tallink asks approval entitled cut port fee,0
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,recent interview financial time ft sampo board chairman bjorn wahlroos said p c certainly sale price set sek billion confirming earlier statement,0
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,release oct peab said two business continue conducted brand cliffton stockholm entreprenad part peab group,0
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative,addition employee laid notice whole workforce laid short period needed,-1
"In addition , MIDs are always online and enable full Internet browsing .",neutral,addition mids always online enable full internet browsing,0
"In addition , the contract includes modification of the effluent treatment plant at Follum .",neutral,addition contract includes modification effluent treatment plant follum,0
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive,addition deal includes call option enable maritim food increase holding sandanger future,1
"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral,connection deal digia employ person nokia oslo silicon valley usa,0
"In his current position , Manty has worked since 1996 .",neutral,current position manty worked since,0
"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results .",neutral,term power generation fortum produced twh electricity first nine month compared twh period according figure released group latest financial result,0
"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations .",neutral,financial statement first quarter tikkurila reported discontinued operation,0
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",neutral,fourth quarter oko bank expects operating environment banking investment service remain similar januaryseptember,0
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral,meantime ceo duty assumed outotec deputy ceo seppo rantakari,0
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,sinter plant limestone coke breeze mixed iron ore concentrate sintered lump form sinter use blast furnace raw material ironmaking,0
"In this way , the industry 's starting point has been the consumers ' needs .",neutral,way industry starting point consumer need,0
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,total surveillance camera handled managed according variety need company said,0
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,volume focus already outside finland group product made poland baltic country,0
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,incap headquartered oulu finland electronics contract manufacturer employee finland estonia india,0
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,incap contract manufacturing subsidiary incap corporation finland,0
"Includes company and brand share data by category , as well as distribution channel data .",neutral,includes company brand share data category well distribution channel data,0
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,indigo somoncom serve subscriber market share approximately may,0
"industry in Asia +� Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,industry asia � pakistan malaysia taiwan philippine today global research data service going publish several market analysis cement market asia,0
"Intellisync Wireless Email from Nokia is a full-featured wireless e-mail solution that connects users to their e-mail , calendar , contacts , notes and task lists while away from the office , according to the company .",neutral,intellisync wireless email nokia fullfeatured wireless email solution connects user email calendar contact note task list away office according company,0
Investment management and investment advisory services are the company 's sole line of business .,neutral,investment management investment advisory service company sole line business,0
Investments are not disclosed .,neutral,investment disclosed,0
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral,investment product development stood mln euro mln,0
"ISMS does not disclose its financial results , the daily said .",neutral,ism disclose financial result daily said,0
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,also includes installation new equipment training startup service well service work shoe press delivered vaahto,0
"It currently employs about 750 people and expects headcount to reach 1,000 by end of 2007 .",positive,currently employ people expects headcount reach end,1
It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,neutral,agreed company board director available advisory role,0
It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,neutral,also process taking seat capman board course support capman management,0
"It is also set to launch a messaging service in the next few days , which would enable users to access their e-mail accounts on MS Exchange .",neutral,also set launch messaging service next day would enable user access email account m exchange,0
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral,estonia secondlargest meat processing company market share according ac nielsen data percent,0
It is expected to be online by 2011 .,neutral,expected online,0
"It rose by 15.7 % and by 24.8 % in Finland and abroad , respectively , to EUR 7 million and EUR 4.2 million , due to a 40 % growth in Russia .",positive,rose finland abroad respectively eur million eur million due growth russia,1
It 's not .,neutral,,0
It was decided that the auditors are reimbursed according to invoice .,neutral,decided auditor reimbursed according invoice,0
It will report full-year results on August 22 .,neutral,report fullyear result august,0
"Its annual capacity is some 10,000 MW .",neutral,annual capacity mw,0
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,main business area glass machinery group glaston technology global market leader glass processing machine,1
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,market share percent according ac nielsen data,0
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,product portfolio comprises harvester forwarders harvester head well crane loader,0
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,janis arbidans ceo yit celtnieciba said company focusing housing real estate development market,0
"Jeder Beta-Tester erh+�lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+�glichkeit , die finale Version zu beeinflussen .",neutral,jeder betatester erh�lt kostenlos sechs monate lang update und hat laut eigener aussage die m�glichkeit die finale version zu beeinflussen,0
"Jobs will not be transferred from Finland , however .",positive,job transferred finland however,1
Joint procurement will be later extended to the factories in the Baltic countries .,neutral,joint procurement later extended factory baltic country,0
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,jon risfelt previously held operational executive position europolitan ericsson sa american express card travel division well nyman schultz ceo vodafone sweden ceo gambro renal product ceo,0
"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares .",neutral,kaleva kustannus oy business id according notice august acquired alma medium share,0
Karppinen expects the consolidation trend to continue in the Finnish market .,neutral,karppinen expects consolidation trend continue finnish market,0
Kaupthing forecasts a significant price increase for printing paper in 2007 .,positive,kaupthing forecast significant price increase printing paper,1
"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",neutral,kaupthing forecast finnishswedish stora enso close mill reisholz germany,0
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,kemira share closed x ac u,0
KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .,positive,kesko food ltd press release kesko food ltd launching major tv campaign recruit many one hundred new kfood retailer,1
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,kesko store engaged chain operation nordic baltic country russia belarus,0
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,kirsi rantanen previously development director hk ruokatalo poultry business,0
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,koduextra operating retail chain store controlled finnish nonfood center ky rukax oy scantukka oy,0
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,koff market share volume market karhu,0
"L+�nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,l�nnen tehtaat food division reorganised two strategic business unit apetit frozen food jam apetit fish,0
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral,last year firm also acquired realprojekti oy real estate development company advise capman property activity,0
"Later on , about 150 Finnish-made houses will be build in the area .",neutral,later finnishmade house build area,0
Lemmink+�inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,lemmink�inen started manufacture roofing felt production asphalt,0
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,like mechanical pipettors biohit also proline plus ceivd marked come year warranty,0
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",neutral,london afx intertek group plc testing inspection company said commercial electrical division bought finlandbased company natlabs oy etteplan oyj mln eur cash,0
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",neutral,loudeye corp nokia corp cent nokia agreed buy digital music distributor million,0
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),neutral,spokesperson told wwd expect mix clothing home decor,0
"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral,adp news dec finnish powersupply solution provider efore oyj omx efo v said yesterday opened technology research development r laboratory helsinki university technology,0
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,adp news nov finnish powersupply solution provider efore oyj omx efo v announced today launch opus dc latest power system opus product line,1
"( ADP News ) - Nov 3 , 2008 - Finnish cargo handling systems and services company Cargotec Oyj ( OMX : CGCBV ) said today that it acquired 80 % stakes in Italian service companies CVS Technoports Srl and CVS Service Srl from Italian handli",positive,adp news nov finnish cargo handling system service company cargotec oyj omx cgcbv said today acquired stake italian service company cv technoports srl cv service srl italian handli,1
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral,adp news nov finnish paper packaging forest product company stora enso oyj omx sterv said today would invest eur million usd building power plant ostroleka mi,0
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive,adpnews nov four company agreed buy combined sek billion usd meur drug store offered sale part restructuring swedish statedowned pharmacy monopoly apoteket ab,1
( The acquisition sum has not been disclosed . ),neutral,acquisition sum disclosed,0
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,luna took fifth place sixunder shot behind spain beatriz recari germany martina eberl welsh player becky brewerton highestplaced british finisher sharing seventh place threeunder shooting,0
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral,maggie ramsey wait thousand oregon washington guide angler others flock frequent seminar nearly,0
"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",neutral,manavigatornovember deal snapshot swedish peab buy equipment rental firm cramo swedish construction company peab ab sto peab b announced acquisition equipment rental company cramo entreprenadmaskiner ab finnish group cramo oyj hel cra v,0
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,marathon percent stake plx said according bloomberg,0
Market data and analytics are derived from primary and secondary research .,neutral,market data analytics derived primary secondary research,0
"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",positive,martela said plan expand recycled furniture business elsewhere finland,1
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",neutral,may companiesandmarketscom delivered newstex report provides key data information meat fish poultry market finland,0
"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",neutral,meanwhile alfa owns megafon altimo turkcell via stake cukurova holding,0
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,mercator use software logistic retail wholesale operation slovenia market southeastern europe,0
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral,metsabotnia sell stake uruguayan company metsaliitto,0
"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",negative,metso foundry jyvaskyla inc begin personnel negotiation temporary layoff personnel reduction jyvaskyla finland,-1
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral,metso foundry jyvaskyla oy discontinue production line september company said,0
Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,neutral,metso foundry jyvaskyla oy discontinue production line september,0
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral,metso oyj said sold spreader roll manufacturing business related asset town nokia southern finland group finnish investor operate business name finbow oy,0
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive,microsoft also churned courtship agreeing use navteq mapping service offered company nokia bought billion year ago,1
Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,neutral,microsoft last week also issued first patch window operating system beta released day earlier,0
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,tonne asphalt mix used contract,0
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",neutral,mreal part finnish paper maker metsaliitto group due release secondquarter report around eet august,0
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+�liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",neutral,mreal corporation stock exchange release august pm mreal received eur million cash payment sappi mreal corporation part mets�liitto group divested graphic paper business sappi limited end eur million,0
"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral,n group pay eur transaction price upon closing remaining sum,0
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,national conciliator juhani salonius met party wednesday said far apart view propose mediation,-1
ND = Not disclosed .,neutral,nd disclosed,0
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,negotiation representative personnel regarding restructuring process ended,0
Neither of the companies use genetically engineered soy at the moment .,neutral,neither company use genetically engineered soy moment,0
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neutral,neste oil publish third quarter result friday october approximately eet,0
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral,new delhi feb korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia janhonen risto nokia telecommunication oy espoo finland developed cable adjustment device,0
New Novator products are supposed to be exported .,neutral,new novator product supposed exported,0
New product launches in Finland will more than double from 2005 .,positive,new product launch finland double,1
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,niina nenonen marimekko current director clothing bag accessory line take role,0
No changes in media activity were seen in October compared with September .,neutral,change medium activity seen october compared september,0
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral,decision sale issued existing treasury share ya global made yet,0
No financial detail were available .,neutral,financial detail available,0
No financial details were revealed .,neutral,financial detail revealed,0
No financial information was provided .,neutral,financial information provided,0
No other ev3 devices were involved in this action .,neutral,ev device involved action,0
Nokia is also negotiating the product portfolio of the new company .,neutral,nokia also negotiating product portfolio new company,0
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",neutral,nordea pankki suomi oyj according previously announced made forward contract alma medium corporation share,0
Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,neutral,nordea chairman board han dalborg informed nomination committee reelection annual general meeting,0
Nordea was the cheapest also for a couple in their 30s with debt .,neutral,nordea cheapest also couple debt,0
"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",neutral,nordic business report january efore plc inaugurates new plant estonia communication ltd finnish power electronics manufacturer efore plc said tuesday january inaugurating new plant parnu estonia,0
"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral,nordstjernan make offer approximately one month september,0
Number of offers received for this contract is two .,neutral,number offer received contract two,0
NWC ANALYSIS :,neutral,nwc analysis,0
Odell has not contacted the State of Finland in this issue .,neutral,odell contacted state finland issue,0
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",neutral,okhta center area expected square metre office premise,0
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,okmetic used furnace contract manufacturing solar crystal,0
Okmetic revised its 2010 financial outlook based on its order book .,neutral,okmetic revised financial outlook based order book,0
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,august sampo stake nordea,0
"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",positive,hand montevideo said two mill working area generate job,1
"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",positive,wednesday announced government would propose granting licence two reactor one built fennovoima tvo,1
"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",neutral,one also apply job directly ipad select cv attach covering letter appropriate position,0
"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",neutral,one price category call preferred operator network another call operator network,0
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",neutral,operator need learn use one device multiple level application including voicedirected operation,0
"Originally posted to the PCMag.com security blog , Security Watch .",neutral,originally posted pcmagcom security blog security watch,0
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral,oriolakd spinoff finnish pharmaceutical group orion oyj wholesale division,0
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,northrhine westphalia issue benchmark year fixed rate deal euro,0
Other details were not provided .,neutral,detail provided,0
"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",neutral,objective yield significant part turnover russia couple year say solteq managing director hannu ahola,0
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral,outotec currently delivering new oil shale processing plant eesti energia estonia based enefit technology developed jointly eesti energia outotec,0
"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",neutral,pa jpmorgan chase co nyse jpm pohjoa bank joint leadmanagers senior unsecured deal,0
Panostaja did not disclose the purchase price .,neutral,panostaja disclose purchase price,0
Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,neutral,pharmaceutical market belgium global research data service published recently market analysis pharmaceutical market belgium,0
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,neutral,pharmaceutical market poland global research data service published recently market analysis pharmaceutical market poland,0
Philips was not available to comment on the report .,neutral,philip available comment report,0
Pohjola and cooperative banks have continued to combine their branch office network .,neutral,pohjola cooperative bank continued combine branch office network,0
Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,neutral,pohjola act manager issue bond listed nasdaq omx helsinki ltd,0
Ponsse will divide its sales and maintenance service network into six geographical areas .,neutral,ponsse divide sale maintenance service network six geographical area,0
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",neutral,poyry plccompany announcement december pm pursuant poyry plc stock option program new share company subscribed since october stock option b,0
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,presentation material posted company website wwwseahawkdrillingcom investor relation section webcast presentation tab,0
"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral,previously grimaldi held pct stake finnish company following takeover bid launched november,0
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,price talk midmarket swap plus bps area lead barclays bnpp ubs cba,0
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",neutral,prior transaction whose financial term disclosed alma medium owned kotikokki net,0
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,production facility july finnish investment group neomarkka oyj hel nembv said today buy former production facility kuitu finland ltd part negotiation option invest specialty cellulose fiber business,0
"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",neutral,product include consumer electronics device mobile phone accessory settop box flat panel tv well system solution product infrastructure system module industrial segment product,0
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,proha plc euronext announced today may fullyowned subsidiary safran software solution agreed sell share safran north america llc sna holding investment group based norway,0
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,proha plc euronext announced today may fullyowned subsidiary safran software solution agreed sell share safran north america llc sna holding investment group based norway,0
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",neutral,proline plus available adjustable single multichannel model fixed volume singlechannel model volume range micro litre ml,0
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,protalix closed friday american stock exchange giving market cap million,0
Protalix is developing genetically engineered proteins from plant cells .,neutral,protalix developing genetically engineered protein plant cell,0
"Purchase it for the 12MP snapper , if nothing else .",neutral,purchase mp snapper nothing else,0
