text,label,clean_text,target,adj_text
This combined with foreign investments creates interesting opportunities for Solteq .,positive,combined foreign investment creates interesting opportunity solteq,1,combined foreign creates interesting
"This is Done Logistics ' largest order in Norway , the diversified group said .",positive,done logistics largest order norway diversified group said,1,done largest diversified said
This resulted in improved sales figures in Sweden .,positive,resulted improved sale figure sweden,1,resulted improved
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,agreement geosentric provide gypsiipowered hotel information reservation service visitor china including popular city beijing shanghai,1,geosentric gypsiipowered including popular
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,vaisala also said expects net sale eur million compared eur million recorded,1,said expects net compared recorded
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive,validating fgvoip client symbian signed represents significant step forward accomplishing goal,1,validating fgvoip signed represents significant accomplishing
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive,wartsila contract october plant installed manturovo kostroma region russia km northeast moscow russia,1,installed manturovo kostroma km northeast
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive,honored recognized gartner specialist business process modeling analysis company many largest software vendor world,1,honored recognized gartner modeling many largest
We are now in a position to pursue novel clinical candidates going forward . '',positive,position pursue novel clinical candidate going forward,1,novel clinical going
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,upmkymmene upgraded inline underperform goldman sachs,1,upgraded inline underperform
`` Consumers have very well received our packed fresh meat .,positive,consumer well received packed fresh meat,1,received packed fresh
`` Demand for sports equipment was good in 2005 .,positive,demand sport equipment good,1,good
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",positive,last year finnair recorded percent growth asian sector carrying million passenger two continent,1,last recorded percent asian carrying
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,additional flight linking mumbai helsinki dictated strong traffic demand asia europe,1,additional linking dictated strong
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,lowering price u competitor show real estate market stabilised returned balance apartment acquiring fair price eye client,1,lowering show real stabilised returned acquiring fair
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,new structure provides better communication faster decisionmaking cost saving proha said,1,new provides better decisionmaking saving said
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive,contract demonstrates ability apply mineral metal technology adjacent industry oil shale processing,1,demonstrates mineral adjacent
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,positive,pleased deliver basware invoice automation solution major retail company u,1,pleased major retail
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,tailored solution meet solel technical requirement result costeffective manufacturing highestquality reflector,1,tailored solel technical costeffective
`` We 've been feeling quite positive about the region as a whole .,positive,feeling quite positive region whole,1,feeling positive
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,december finnish industrial machinery company wartsila oyj abp hel wrt v said yesterday order design liquefied natural gas lng powered platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof,1,december finnish industrial wartsila oyj said liquefied natural powered platform norwegian asa
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,finlan listed food industry company hkscan group controlled company baltic improved revenue eur mn eur mn eur mn year,1,listed hkscan controlled improved
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,finnish airline finnair deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki finland,1,finnish deal uk public official uk
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive,finnish cargotec awarded significant order total hiab loader crane bae system u,1,finnish awarded significant total u
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,finnish cargotec kalmar received significant order u department defense,1,finnish received significant u
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,positive,finnish outotec awarded contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria,1,finnish awarded supply new cleaning sulphuric
"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,finnish pyry awarded engineering contract cfr national railway company romania,1,finnish awarded cfr national
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,according report neomarkka kuitu finland customer interested buying company product restarts production,1,according interested restarts
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive,result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis,1,start distribute current fishing tackle exclusive
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,cargotec germany gmbh awarded contract stadtverwaltung mainz chassis body open procedure,1,cargotec awarded open
CEO Erkki J+Ærvinen is happy with the company 's performance in 2010 .,positive,ceo erkki jrvinen happy company performance,1,erkki happy
Deliveries have started and the network will be ready for a launch soon .,positive,delivery started network ready launch soon,1,started ready
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,earnings per share quarter also higher yearonyear eur versus market expectation eur,1,higher yearonyear eur
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,ebitda year improved eur compared eur,1,ebitda improved compared
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,estonian telecom company elisa customer number cross tallinn oct bns estonian telecommunication company elisa approximately new client nine month year bringing number end september company said,1,estonian elisa estonian elisa new bringing said
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,exel composite longterm growth prospect remain favourable however,1,exel composite longterm prospect remain favourable
fi is developing cooperation in keyword advertising with Microsoft .,positive,fi developing cooperation keyword advertising microsoft,1,fi developing
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,finnish construction group lemminkainen oyj hel lem said today contract provide technical service nevsky centre shopping mall opened november st petersburg russia,1,finnish lemminkainen oyj said provide technical nevsky shopping opened november st
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,positive,finnish mobile operator dna function subcontractor maingate responsible telecommunication connection,1,finnish responsible
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,finnish software developer basware oyj said november u subsidiary basware inc order provide software contract lifecycle management unnamed u medical technology company,1,finnish said november u inc unnamed u medical
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,however sale volume food industry expected remain relatively good level finland scandinavia atrium said,1,expected good said
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive,incap lankapaja aim enter actual agreement transfer sheetmetal production buyer february order complete transfer march,1,enter actual sheetmetal february complete
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive,mr kivimeister said john deer former timberjack stand win situation control around estonia forest machinery market,1,said former win forest
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive,nokia elisa work together bring superior mobile gaming experience elisa customer,1,nokia bring superior mobile gaming
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,nordea see return positive growth baltic country,1,nordea see return positive baltic
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,operating profit improved eur mn,1,improved eur
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,operating profit improved eur mn eur mn,1,improved eur
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,operating profit improved er mn eur mn,1,improved er
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,operating profit improved eur mn eur mn,1,improved eur
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,positive,outokumpu chief executive juha rantanen expressed confidence china market,1,outokumpu chief expressed
"Previously , the company anticipated its operating profit to improve over the same period .",positive,previously company anticipated operating profit improve period,1,anticipated improve
Productional situation has now improved .,positive,productional situation improved,1,productional improved
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,rautaruukki said construction group yit awarded mln eur contract supply steel structure new bridge spanning kemijoki river northern finland,1,said awarded new spanning northern
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",positive,sale came mln eur compared mln also beating consensus forecast mln eur,1,came mln compared beating
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,sale vat inclusive expanded percent million euro,1,expanded
Strong growth has continued also in China .,positive,strong growth continued also china,1,strong continued
Synergy benefits will start to materialise in the second quarter .,positive,synergy benefit start materialise second quarter,1,synergy benefit start materialise second
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive,teleste sentry formed integration partnership sentry advanced degree immersive camera product line teleste enterprise video management system,1,formed advanced degree immersive
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,thanks multiplying effect wagon performance transport much efficient say development manager juha malkia vr cargo,1,multiplying much efficient say
The ` buy ' recommendation was reiterated .,positive,buy recommendation reiterated,1,buy reiterated
The aim is to achieve EUR 2.5 mn yearly savings .,positive,aim achieve eur mn yearly saving,1,achieve saving
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive,borrower happy roadshow paid hit ratio high,1,happy paid hit high
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,company make garden tool scissors consumer good said earnings boosted mln eur income received pct shareholding finnish engineering group wartsila,1,make said boosted mln eur received pct shareholding finnish wartsila
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,company anticipates turnover whole surpass previous year eur million,1,anticipates whole previous
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,eps improved eur eur,1,improved eur
The expansion aims to attract new customers both in Finland and abroad .,positive,expansion aim attract new customer finland abroad,1,attract new
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,positive,federal secretary transport communication mexico awarded poyry mexican partner sintra consulting contract connection buenavistacuautitlan suburban railway,1,federal awarded poyry mexican suburban
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive,financial impact estimated annual improvement eur division result fiscal year,1,financial estimated annual fiscal
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,financial impact estimated meur annual improvement division result starting fiscal year,1,financial estimated meur annual starting fiscal
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive,finnish group anticipates sale gain eur tax expense,1,finnish anticipates eur
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive,launch plant june went well producing advanced fuel couple week,1,went producing advanced fuel
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive,party agreed negotiate definitive distribution license agreement end june,1,agreed negotiate definitive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,rationalization operation seek achieve eur million yearly saving second quarter current financial year,1,seek achieve saving second current financial
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,sale result gain eur million second quarter oriolakd support finnish company strategy focus pharmaceutical wholesale retail operation,1,second oriolakd finnish focus pharmaceutical wholesale retail
The stock of new machines is reasonably small and new orders bring work .,positive,stock new machine reasonably small new order bring work,1,new small new
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive,third order awarded outokumpu technology shalkiya zinc kazakhstan shalkiya zinclead project kazakhstan,1,third awarded outokumpu
These companies will be able to keep their market positions .,positive,company able keep market position,1,able
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,acquisition support strategy close customer around world offering equipment related service,1,close related
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work,1,based awarded lemminkainen oy electrical
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,positive,world biggest magazine paper maker said program improve efficiency include closing several least competitive mill would cover company operation resulting annual saving euro million u million,1,biggest said include closing several least competitive would cover resulting annual saving euro u
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,moderate significant change resulted significant reduction estimated cvd risk,1,moderate significant resulted significant estimated
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,uponor improved performance spite decrease residential construction u,1,uponor improved residential
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",positive,israeli cable network operator hot telecom chosen teleste international technology group exclusive provider fttx equipment israel according teleste today,1,israeli hot chosen international exclusive according
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",positive,marubeni marubeni corporation tse adr maruy established core company marubeni group one japan leading general trading house,1,established marubeni leading general
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",positive,implementing software finnish army aim unify improve operation application area qpr software stated,1,implementing finnish unify improve stated
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -‹ Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive,fiskars world scissors brand tm recently learning magazine teacher choice award classroom,1,learning
He believes that the soy-oats have a good chance of entering the UK market .,positive,belief soyoats good chance entering uk market,1,good entering uk
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",positive,kai tulonen chief technology officer sysopen digia say using corporate phonebook inside sysopen digia extensively since last fall satisfied result,1,chief sysopen say using corporate sysopen last satisfied
"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",positive,last year lemminkainen completed kouvola ksupermarket contract,1,last completed
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",positive,metric qpr scorecard support date text milestonebased value improve support managing project around performance processrelated content,1,metric milestonebased improve managing processrelated
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,positive,carrier handset maker spin positive event raise interest higherend phone pricier data plan,1,spin positive higherend pricier
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",positive,pearl plaza llc joint venture srv shanghai industrial investment holding co ltd concluded investment decision construction first phase shopping center saint petersburg russia,1,llc joint shanghai industrial holding co concluded
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",positive,technopolis st petersburg government signed cooperation memorandum october set technopark neudorf production zone village strelny st petersburg suburb,1,st petersburg signed set technopark neudorf
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",positive,tekla structure bim building information modeling software developed according longterm plan improved user experience process functionality,1,building developed according longterm improved user
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,positive,teliasonera leading telecommunication company nordic baltic region,1,leading nordic baltic
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",positive,report provides comprehensive insight company including business structure operation executive biography key competitor,1,provides comprehensive insight including key
"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",positive,service also give supplier opportunity keyin invoice receive order electronically send order confirmation upload create electronic catalogue,1,give supplier receive send electronic
This is the second successful effort for the financial investor this year .,positive,second successful effort financial investor year,1,second successful financial
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive,lietuvos respublikos sveikatos apsaugos ministerija awarded contract uab affecto lietuva financial system software package,1,apsaugos awarded uab financial
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",positive,nordea moving new headquarters signifies beginning new era,1,moving new beginning new
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",positive,happy outcome sneed said hearing,1,happy said
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",positive,installation automatic varnishing line important part company strategy region central eastern europe said jozef misurec director ruukki slovakia,1,automatic important central eastern said
`` It allows the young child to move forward with his life . '',positive,allows young child move forward life,1,young child move
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",positive,decision resolve meego stronger continued,1,resolve stronger continued
1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,positive,november finnish textile clothing company marimekko oyj hel mmo v announced friday opening first concept store seoul cooperation japanese sector player look inc tyo,1,november finnish marimekko oyj announced friday first seoul look inc
A new production line is being completed for the contract production of hormone treatments .,positive,new production line completed contract production hormone treatment,1,new completed
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,positive,elcoteq elcoteq se leading electronics manufacturing service em company communication technology field,1,leading manufacturing em
About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,positive,nokia nokia pioneer mobile telecommunication world leading maker mobile device,1,nokia pioneer mobile leading mobile
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",positive,finnish geosentric developer provider solution product technology location based service preliminary agreed eur mn shortterm funding leading investor,1,finnish geosentric based preliminary agreed eur funding leading
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,positive,finnish raisio diagnostics launching new dnabased quick test ensure safety food,1,finnish launching new dnabased quick ensure
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive,altia operating profit jumped eur million eur million,1,jumped eur
Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,positive,altimo teliasonera said yesterday usmanov would welcome join new company,1,said would welcome join new
Atria Group is a leading Scandinavian meat products group .,positive,atrium group leading scandinavian meat product group,1,leading scandinavian
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",positive,atrium launch campaign september promote campomos brand moscow market said,1,september said
"BG AD , Bulgaria 's leading Internet company .",positive,bg ad bulgaria leading internet company,1,leading internet
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,positive,certain shareholder irrevocably agreed vote favor bond issue,1,certain agreed
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",positive,demand seems hit bottom sign improvement seen,1,seems hit bottom seen
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,employee also better prepared answer call since already detailed information caller answer phone,1,prepared detailed
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,positive,finnish automation solution developer cencorp corporation omx helsinki cnc v said friday june completed employee negotiation regarding reorganisation operation,1,finnish said friday completed regarding
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",positive,finnish engineering technology company metso oyj said may completed acquisition paper machinery technology japanese engineering company mitsubishi heavy industry mhi undisclosed sum,1,finnish said may completed japanese mitsubishi heavy undisclosed
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,furthermore fully electrically driven crane environmentally friendly,1,driven friendly
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,grapevine city official september approved million tax rebate grant expansion,1,grapevine official approved
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,positive,also mention improvement service follows recent expansion finnlines service bilbao via antwerp helsinki hull via helsinki st petersburg,1,follows recent antwerp helsinki
"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",positive,iggesunds bruk sweden one advanced fully integrated pulp paperboard mill world,1,bruk sweden advanced integrated
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",positive,homeware area fiskars provides leading branded product home kitchen interior design,1,homeware provides leading branded interior
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,solid credit compared dz bank rabobank,1,solid compared dz
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",positive,jawad williams scored point impressive debut jerusalem jason rich adding yuval naimi chipping point hapoel visit yellowandblue next week,1,scored impressive rich adding yuval naimi chipping yellowandblue next
( I&H ) in a move to enhance growth .,positive,h move enhance growth,1,move
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",positive,volunteer fiskars garden tool company home depot nyse hd city baltimore neighborhood working right create garden sanctuary single day,1,garden nyse hd neighborhood working create garden sanctuary single
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,positive,nasdaqlisted yahoo inc introduced new service enables malaysian take favorite internet content service mobile phone,1,nasdaqlisted introduced new enables malaysian take favorite
"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",positive,nordea bank sto nda sampo bank helped finnish real estate investment company sponda hel sda v place eur usd domestic bond company said friday,1,nordea sampo helped finnish real sponda hel v usd domestic said
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",positive,oleary material handling service located perth leading company western australia supply installs provides service tail lift,1,oleary handling located leading western supply provides
One attractive factor about the tablets for media companies is that they provide a new way of making money .,positive,one attractive factor tablet medium company provide new way making money,1,attractive provide new making
One of Uponor 's promising future products is a hydronic cooling system .,positive,one uponor promising future product hydronic cooling system,1,uponor promising future
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",positive,strong company brand esl shipping leipurin telko kaukomarkkinat aim market leader sector,1,strong shipping leipurin
"Overall , 50 percent of respondents were confident about their security when banking online .",positive,overall percent respondent confident security banking online,1,overall confident
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive,poyry recognized one world leading advisor global forestry industry,1,recognized leading global
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,positive,precedex approved iv sedation initially intubated mechanically ventilated patient intensive care,1,approved iv intubated ventilated intensive
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive,ramirent leading company machinery equipment rental construction industry,1,leading rental
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,ramirent leading construction machinery rental company finland annual sale eur million operating nationwide outlet employee,1,leading rental finland annual nationwide
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive,russia top container shipping group fesco finnish logistics company nurminen logistics started pilot project offering client direct intermodal transportation service finland asia pacific country fesco said statement,1,top shipping fesco finnish started offering direct intermodal pacific said
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,positive,shareholder rakvere lihakombinaat decided favor buyout minority share midjuly,1,decided
Technopolis is Europe 's leading operator of technoparks .,positive,technopolis europe leading operator technoparks,1,leading
The company 's strength is its Apetit brand .,positive,company strength apetit brand,1,
"The competition was received with great enthusiasm by the employees , he goes on .",positive,competition received great enthusiasm employee go,1,received great go
The effect of the savings will be noticeable as of the beginning of 2010 .,positive,effect saving noticeable beginning,1,saving noticeable
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,positive,price log clearly improved also price pulpwood gone,1,improved gone
The shopping center will have a prime location right next to the Myllypuro metro station .,positive,shopping center prime location right next myllypuro metro station,1,prime next
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,solution used upgrading network russian mso different city russia,1,used upgrading russian different
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,positive,training module aim strengthening public accounting ability fulfilling communal project management,1,strengthening public fulfilling communal
Through this transaction we are able to participate in developing the industry .,positive,transaction able participate developing industry,1,able participate developing
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",positive,upgrade include five megapixel camera voice control look optical mouse instead dpad upgrade clickhappy needed forever,1,upgrade include look optical dpad upgrade needed
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,positive,upmkymmene one world leading printing paper producer production country sale network covering company,1,upmkymmene leading printing covering
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",positive,warmly welcome satama state jussi lansio chairman board,1,welcome
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive,ruukki experience logistics construction competence project management also best reference term steel frame production installation say onodi stefan general manager arxikon construction company srl ruukki customer,1,best say stefan general
`` I warmly welcome Michael Frei to Outotec .,positive,warmly welcome michael frei outotec,1,welcome
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,acquisition sampo bank make strategic sense db say lindsey liddell director fitch rating financial institution group,1,sampo make strategic say financial
`` The CHF is a great product .,positive,chf great product,1,great
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",positive,intel atom processor tremendous success marketplace since launch year ago said pankaj kedia director global ecosystem program intel corp ultra mobility group,1,tremendous launch said pankaj global ultra
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",positive,significant experience smartphone functionality development mobile internet service uniting two smooth user experience,1,significant mobile uniting smooth user
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,positive,new kveyt light variety suomalainen pekoni marketed atrium brand name available consumer finland,1,new light marketed atrium available
A realignment of interests in the sector is clearly under way .,positive,realignment interest sector clearly way,1,realignment
